fueltype,mon,jd,M,jd_min,lat,lon,elev,ffmc,ws,waz,bui,ps,saz,pc,pdf,gfl,cur,time,pattern,ftypeN
O1a,,,,,51.621244,-115.608378,2334.0,,,,,,160.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2327.0,,,,,,142.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2311.0,,,,,,134.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2299.0,,,,,,135.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2288.0,,,,,,137.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2281.0,,,,,,147.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2271.0,,,,,,154.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2251.0,,,,,,163.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2240.0,,,,,,178.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2251.0,,,,,,192.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2272.0,,,,,,198.0,,,,,20,,101
O1a,,,,,51.621244,-115.608378,2285.0,,,,,,200.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2293.0,,,,,,205.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2300.0,,,,,,204.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2304.0,,,,,,121.0,,,,,20,,101
O1a,,,,,51.621244,-115.608378,2266.0,,,,,,94.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2189.0,,,,,,91.0,,,,,20,,101
C1,,,,,51.621244,-115.608378,2131.0,,,,,,97.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2118.0,,,,,,131.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,2112.0,,,,,,131.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,2096.0,,,,,,123.0,,,0.35,60.0,20,,31
C3,,,,,51.621244,-115.608378,2083.0,,,,,,136.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,2077.0,,,,,,147.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,2069.0,,,,,,138.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,2053.0,,,,,,133.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2041.0,,,,,,137.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2028.0,,,,,,149.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2028.0,,,,,,172.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,2250.0,,,,,,190.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2257.0,,,,,,202.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2267.0,,,,,,208.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2280.0,,,,,,205.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2291.0,,,,,,200.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2297.0,,,,,,209.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2314.0,,,,,,219.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2332.0,,,,,,219.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2341.0,,,,,,212.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2344.0,,,,,,173.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2340.0,,,,,,95.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2331.0,,,,,,97.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2320.0,,,,,,123.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2311.0,,,,,,133.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2299.0,,,,,,135.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2288.0,,,,,,136.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2280.0,,,,,,134.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2261.0,,,,,,137.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2224.0,,,,,,141.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2185.0,,,,,,150.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2164.0,,,,,,171.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2171.0,,,,,,191.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2198.0,,,,,,198.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2228.0,,,,,,202.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2260.0,,,,,,209.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2283.0,,,,,,213.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2293.0,,,,,,155.0,,,,,20,,101
O1a,,,,,51.621244,-115.608378,2263.0,,,,,,92.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2195.0,,,,,,86.0,,,,,20,,101
C1,,,,,51.621244,-115.608378,2129.0,,,,,,90.0,,,0.75,,20,,1
C2,,,,,51.621244,-115.608378,2105.0,,,,,,120.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2097.0,,,,,,144.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,2084.0,,,,,,141.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,2072.0,,,,,,144.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2062.0,,,,,,151.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2053.0,,,,,,145.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,2041.0,,,,,,135.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,2027.0,,,,,,133.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2014.0,,,,,,155.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2017.0,,,,,,183.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,2238.0,,,,,,187.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2240.0,,,,,,200.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2248.0,,,,,,205.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2259.0,,,,,,203.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2262.0,,,,,,210.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2274.0,,,,,,237.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2300.0,,,,,,250.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2322.0,,,,,,248.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2335.0,,,,,,237.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2340.0,,,,,,212.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2341.0,,,,,,113.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2336.0,,,,,,90.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2319.0,,,,,,94.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2300.0,,,,,,107.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2286.0,,,,,,124.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2280.0,,,,,,130.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2263.0,,,,,,128.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2225.0,,,,,,132.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2191.0,,,,,,134.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2158.0,,,,,,128.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2124.0,,,,,,144.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2118.0,,,,,,185.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2132.0,,,,,,200.0,,,0.75,,20,,1
C2,,,,,51.621244,-115.608378,2153.0,,,,,,208.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,2194.0,,,,,,215.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2243.0,,,,,,218.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2276.0,,,,,,205.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2264.0,,,,,,96.0,,,,,20,,101
O1a,,,,,51.621244,-115.608378,2205.0,,,,,,85.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,2136.0,,,,,,92.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2092.0,,,,,,117.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2076.0,,,,,,149.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2066.0,,,,,,148.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2055.0,,,,,,145.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2043.0,,,,,,150.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,2039.0,,,,,,149.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,2029.0,,,,,,142.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,2015.0,,,,,,135.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,2004.0,,,,,,152.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,2004.0,,,,,,180.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,2233.0,,,,,,184.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2232.0,,,,,,194.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2233.0,,,,,,199.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2236.0,,,,,,215.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2251.0,,,,,,246.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2276.0,,,,,,263.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2301.0,,,,,,265.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2319.0,,,,,,258.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2331.0,,,,,,246.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2336.0,,,,,,225.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2338.0,,,,,,149.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2332.0,,,,,,104.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2320.0,,,,,,93.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2300.0,,,,,,90.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2281.0,,,,,,98.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2272.0,,,,,,108.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2238.0,,,,,,107.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2186.0,,,,,,109.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2159.0,,,,,,107.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2146.0,,,,,,67.0,,,,,20,,101
C2,,,,,51.621244,-115.608378,2120.0,,,,,,58.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2097.0,,,,,,83.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2096.0,,,,,,193.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,2117.0,,,,,,216.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,2146.0,,,,,,220.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2187.0,,,,,,222.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,2239.0,,,,,,223.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2264.0,,,,,,142.0,,,,,20,,101
O1a,,,,,51.621244,-115.608378,2215.0,,,,,,88.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2127.0,,,,,,93.0,,,0.75,,20,,1
NF,,,,,51.621244,-115.608378,2068.0,,,,,,111.0,,,,,20,,101
C2,,,,,51.621244,-115.608378,2057.0,,,,,,146.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2052.0,,,,,,141.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2039.0,,,,,,136.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2033.0,,,,,,144.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2021.0,,,,,,146.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2010.0,,,,,,147.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,2005.0,,,,,,140.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,1993.0,,,,,,150.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,1991.0,,,,,,177.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2221.0,,,,,,187.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2226.0,,,,,,183.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,2228.0,,,,,,182.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2229.0,,,,,,218.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2246.0,,,,,,246.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2274.0,,,,,,250.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2296.0,,,,,,247.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2315.0,,,,,,243.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2327.0,,,,,,235.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2333.0,,,,,,217.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2335.0,,,,,,165.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2330.0,,,,,,109.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2318.0,,,,,,93.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2301.0,,,,,,86.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2283.0,,,,,,84.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2268.0,,,,,,82.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2238.0,,,,,,71.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2195.0,,,,,,51.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2170.0,,,,,,19.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2177.0,,,,,,11.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2167.0,,,,,,36.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2127.0,,,,,,58.0,,,,,20,,101
C2,,,,,51.621244,-115.608378,2085.0,,,,,,93.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2089.0,,,,,,205.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2112.0,,,,,,217.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2141.0,,,,,,223.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2187.0,,,,,,229.0,,,0.8,,20,,2
NF,,,,,51.621244,-115.608378,2245.0,,,,,,214.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2225.0,,,,,,92.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2125.0,,,,,,87.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2058.0,,,,,,94.0,,,,,20,,101
C1,,,,,51.621244,-115.608378,2049.0,,,,,,132.0,,,0.75,,20,,1
C2,,,,,51.621244,-115.608378,2045.0,,,,,,135.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2031.0,,,,,,129.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2017.0,,,,,,134.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2008.0,,,,,,139.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2000.0,,,,,,142.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1994.0,,,,,,138.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,1980.0,,,,,,150.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,1979.0,,,,,,178.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2205.0,,,,,,186.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2210.0,,,,,,169.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2197.0,,,,,,179.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2206.0,,,,,,223.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,2234.0,,,,,,242.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2259.0,,,,,,241.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2282.0,,,,,,237.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2303.0,,,,,,234.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2318.0,,,,,,226.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2326.0,,,,,,209.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2328.0,,,,,,185.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2327.0,,,,,,130.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2318.0,,,,,,93.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2303.0,,,,,,81.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2286.0,,,,,,74.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2271.0,,,,,,66.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2256.0,,,,,,54.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2240.0,,,,,,39.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2226.0,,,,,,20.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2222.0,,,,,,12.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2207.0,,,,,,49.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2150.0,,,,,,68.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,2091.0,,,,,,80.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2066.0,,,,,,149.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2074.0,,,,,,209.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2103.0,,,,,,224.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2146.0,,,,,,233.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2207.0,,,,,,231.0,,,0.8,,20,,2
NF,,,,,51.621244,-115.608378,2227.0,,,,,,105.0,,,,,20,,101
O1a,,,,,51.621244,-115.608378,2140.0,,,,,,88.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2057.0,,,,,,93.0,,,,,20,,101
C1,,,,,51.621244,-115.608378,2042.0,,,,,,130.0,,,0.75,,20,,1
C2,,,,,51.621244,-115.608378,2030.0,,,,,,147.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2023.0,,,,,,135.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2009.0,,,,,,133.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1999.0,,,,,,146.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,1992.0,,,,,,146.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,1981.0,,,,,,133.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1965.0,,,,,,151.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1967.0,,,,,,184.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2190.0,,,,,,182.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2190.0,,,,,,160.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2169.0,,,,,,183.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,2192.0,,,,,,235.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2224.0,,,,,,241.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2247.0,,,,,,235.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2269.0,,,,,,231.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2289.0,,,,,,225.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2306.0,,,,,,218.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2315.0,,,,,,210.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2319.0,,,,,,205.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2322.0,,,,,,164.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2317.0,,,,,,101.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2306.0,,,,,,80.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2292.0,,,,,,66.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2279.0,,,,,,57.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2265.0,,,,,,59.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2249.0,,,,,,69.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2231.0,,,,,,82.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2221.0,,,,,,98.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2225.0,,,,,,87.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2173.0,,,,,,85.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2103.0,,,,,,86.0,,,,,20,,101
C2,,,,,51.621244,-115.608378,2059.0,,,,,,100.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2044.0,,,,,,193.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2069.0,,,,,,225.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2109.0,,,,,,232.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2166.0,,,,,,232.0,,,0.8,,20,,2
NF,,,,,51.621244,-115.608378,2217.0,,,,,,152.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2141.0,,,,,,97.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2053.0,,,,,,95.0,,,,,20,,101
C1,,,,,51.621244,-115.608378,2021.0,,,,,,119.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2017.0,,,,,,150.0,,,0.75,,20,,1
C2,,,,,51.621244,-115.608378,2010.0,,,,,,117.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1993.0,,,,,,123.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1982.0,,,,,,148.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1978.0,,,,,,158.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1971.0,,,,,,137.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1948.0,,,,,,151.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1953.0,,,,,,189.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2162.0,,,,,,180.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2164.0,,,,,,163.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2148.0,,,,,,193.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,2175.0,,,,,,234.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2206.0,,,,,,230.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,2228.0,,,,,,223.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2248.0,,,,,,223.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,2267.0,,,,,,224.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2283.0,,,,,,224.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2298.0,,,,,,229.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2311.0,,,,,,231.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2317.0,,,,,,194.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2314.0,,,,,,111.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2307.0,,,,,,84.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2298.0,,,,,,68.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2289.0,,,,,,61.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2276.0,,,,,,63.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2255.0,,,,,,69.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2230.0,,,,,,78.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2215.0,,,,,,110.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2209.0,,,,,,114.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2163.0,,,,,,102.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,2097.0,,,,,,95.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2063.0,,,,,,90.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2036.0,,,,,,122.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2041.0,,,,,,225.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2074.0,,,,,,231.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2125.0,,,,,,227.0,,,0.8,,20,,2
NF,,,,,51.621244,-115.608378,2166.0,,,,,,180.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2129.0,,,,,,113.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2055.0,,,,,,99.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2010.0,,,,,,106.0,,,,,20,,101
C2,,,,,51.621244,-115.608378,2018.0,,,,,,169.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2014.0,,,,,,103.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1987.0,,,,,,104.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1965.0,,,,,,128.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1958.0,,,,,,155.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1953.0,,,,,,143.0,,,0.8,,20,,2
