Scenario,datetime,APCP,TMP,RH,WS,WD,FFMC,DMC,DC,ISI,BUI,FWI
JCB,28-05-2018 0:00,0,6,64,3.4,296,94.66,162.26,418.56,5.7,164.8,25.79
JCB,28-05-2018 1:00,0,4,71,6.5,301,94.66,162.26,418.56,6.08,164.8,26.96
JCB,28-05-2018 2:00,0,3.1,74,3.9,325,94.66,162.26,418.56,4.9,164.8,23.2
JCB,28-05-2018 3:00,0,3.4,74,5.5,292,94.66,162.26,418.56,4.9,164.8,23.17
JCB,28-05-2018 4:00,0,0.8,86,2.6,156,94.66,162.26,418.56,3.82,164.8,19.39
JCB,28-05-2018 5:00,0,0.2,88,2.3,315,94.66,162.26,418.56,3.4,164.8,17.82
JCB,28-05-2018 6:00,0,4,78,3.8,305,94.66,162.26,418.56,3.43,164.8,17.94
JCB,28-05-2018 7:00,0,10.4,54,5,301,94.66,162.26,418.56,3.65,164.8,18.77
JCB,28-05-2018 8:00,0,17.3,33,5.2,84,94.66,162.26,418.56,3.9,164.8,19.7
JCB,28-05-2018 9:00,0,20.2,25,13.9,176,94.66,162.26,418.56,6.78,164.8,29.04
JCB,28-05-2018 10:00,0,22.5,19,12,256,94.66,162.26,418.56,7.13,164.8,30.04
JCB,28-05-2018 11:00,0,22.8,17,12.7,277,94.66,162.26,418.56,8.48,164.8,33.74
JCB,28-05-2018 12:00,0,23.4,20,11.4,283,94.66,162.26,418.56,8.75,164.8,34.45
JCB,28-05-2018 13:00,0,23.4,16,12,295,94.66,167.68,425.18,10.03,168.87,37.89
JCB,28-05-2018 14:00,0,24,18,16.3,263,94.66,167.68,425.18,13.52,168.87,45.9
JCB,28-05-2018 15:00,0,23.6,15,22.6,300,94.66,167.68,425.18,20.31,168.87,59.14
JCB,28-05-2018 16:00,0,22.4,17,22,280,94.66,167.68,425.18,20.69,168.87,59.82
JCB,28-05-2018 17:00,0,22.8,18,23.2,290,94.66,167.68,425.18,22.76,168.87,63.38
JCB,28-05-2018 18:00,0,22.8,19,14.8,245,94.66,167.68,425.18,15.2,168.87,49.42
JCB,28-05-2018 19:00,0,18.7,20,15,267,94.66,167.68,425.18,15.46,168.87,49.95
JCB,28-05-2018 20:00,0,17.8,22,14.3,256,94.66,167.68,425.18,15.03,168.87,49.07
JCB,28-05-2018 21:00,0,12.9,29,11,295,94.66,167.68,425.18,12.49,168.87,43.64
JCB,28-05-2018 22:00,0,9.8,43,10.6,271,94.66,167.68,425.18,11.53,168.87,41.46
JCB,28-05-2018 23:00,0,8.5,45,10.5,101,94.66,167.68,425.18,10.81,168.87,39.76
