Scenario,datetime,APCP,TMP,RH,WS,WD,FFMC,DMC,DC,ISI,BUI,FWI
JCB,15-07-2014 0:00,0,10.2,97,0,241,93.32,78.31,310.64,1.81,96.07,8.5
JCB,15-07-2014 1:00,0,8.9,97,3.3,292,93.32,78.31,310.64,1.9,96.07,8.87
JCB,15-07-2014 2:00,0,7.7,97,2.3,349,93.32,78.31,310.64,1.65,96.07,7.81
JCB,15-07-2014 3:00,0,8.6,98,3.3,214,93.32,78.31,310.64,1.57,96.07,7.5
JCB,15-07-2014 4:00,0,10.8,92,13.3,259,93.32,78.31,310.64,2.48,96.07,11.07
JCB,15-07-2014 5:00,0,11.4,85,13.4,246,93.32,78.31,310.64,2.49,96.07,11.11
JCB,15-07-2014 6:00,0,11.4,82,8.2,255,93.32,78.31,310.64,1.92,96.07,8.96
JCB,15-07-2014 7:00,0,13.6,70,24.6,264,93.32,78.31,310.64,4.52,96.07,17.66
JCB,15-07-2014 8:00,0,16.6,61,16.2,275,93.32,78.31,310.64,3.13,96.07,13.33
JCB,15-07-2014 9:00,0,20.9,50,10.5,271,93.32,78.31,310.64,2.59,96.07,11.48
JCB,15-07-2014 10:00,0,25,42,9,268,93.32,78.31,310.64,2.78,96.07,12.16
JCB,15-07-2014 11:00,0,26.9,30,4.6,247,93.32,78.31,310.64,2.7,96.07,11.87
JCB,15-07-2014 12:00,0,26.7,27,12,66,93.32,78.31,310.64,4.84,96.07,18.58
JCB,15-07-2014 13:00,0,27.2,25,12.5,15,93.32,83.29,319.24,6.03,100.82,22.32
JCB,15-07-2014 14:00,0,28.3,19,11.4,14,93.32,83.29,319.24,7.04,100.82,24.87
JCB,15-07-2014 15:00,0,27.8,25,16.2,92,93.32,83.29,319.24,10.2,100.82,32.04
JCB,15-07-2014 16:00,0,27.9,38,13.7,57,93.32,83.29,319.24,9.18,100.82,29.85
JCB,15-07-2014 17:00,0,26.6,38,17,105,93.32,83.29,319.24,10.95,100.82,33.6
JCB,15-07-2014 18:00,0,25.6,39,14.2,99,93.32,83.29,319.24,9.58,100.82,30.72
JCB,15-07-2014 19:00,0,23.9,37,12.9,91,93.32,83.29,319.24,9.04,100.82,29.53
JCB,15-07-2014 20:00,0,19.4,61,2.8,13,93.32,83.29,319.24,5.13,100.82,19.87
JCB,15-07-2014 21:00,0,15,69,3.6,246,93.32,83.29,319.24,4.93,100.82,19.3
JCB,15-07-2014 22:00,0,11.9,81,3.4,243,93.32,83.29,319.24,4.34,100.82,17.58
JCB,15-07-2014 23:00,0,9.8,85,2.5,226,93.32,83.29,319.24,3.7,100.82,15.59
