Scenario,datetime,APCP,TMP,RH,WS,WD,FFMC,DMC,DC,ISI,BUI,FWI
JCB,07-07-2017 0:00,0,13.6,65.7,0,0,93.4,43.79,245.3,4.22,60.55,12.93
JCB,07-07-2017 1:00,0,12.6,67.8,0,0,93.4,43.79,245.3,3.56,60.55,11.3
JCB,07-07-2017 2:00,0,11.7,69.3,0,0,93.4,43.79,245.3,3.07,60.55,9.99
JCB,07-07-2017 3:00,0,11.4,68.8,0,0,93.4,43.79,245.3,2.75,60.55,9.1
JCB,07-07-2017 4:00,0,10.8,69.9,0,0,93.4,43.79,245.3,2.43,60.55,8.17
JCB,07-07-2017 5:00,0,10.2,71.7,0,0,93.4,43.79,245.3,3.4,60.55,10.86
JCB,07-07-2017 6:00,0,9.7,76.3,0,0,93.4,43.79,245.3,3.8,60.55,11.91
JCB,07-07-2017 7:00,0,10.6,77.8,0,0,93.4,43.79,245.3,4.01,60.55,12.41
JCB,07-07-2017 8:00,0,14.8,67.9,0,0,93.4,43.79,245.3,3.65,60.55,11.51
JCB,07-07-2017 9:00,0,19.2,51,0,0,93.4,43.79,245.3,2.73,60.55,9.06
JCB,07-07-2017 10:00,0,25,38.3,0,0,93.4,43.79,245.3,3.4,60.55,10.86
JCB,07-07-2017 11:00,0,28.2,18.4,0,0,93.4,43.79,245.3,5.04,60.55,14.85
JCB,07-07-2017 12:00,0,31.1,12.4,0,0,93.4,43.79,245.3,7.65,60.55,20.26
JCB,07-07-2017 13:00,0,32,13.5,0,0,93.4,48.91,254.04,7.17,66.04,20.24
JCB,07-07-2017 14:00,0,29.8,18.2,0,0,93.4,48.91,254.04,14.02,66.04,32.24
JCB,07-07-2017 15:00,0,29.9,20.3,0,0,93.4,48.91,254.04,10.02,66.04,25.65
JCB,07-07-2017 16:00,0,28.9,18.8,0,0,93.4,48.91,254.04,11.31,66.04,27.87
JCB,07-07-2017 17:00,0,27.9,18.9,0,0,93.4,48.91,254.04,11.62,66.04,28.39
JCB,07-07-2017 18:00,0,25.8,23,0,0,93.4,48.91,254.04,10.74,66.04,26.9
JCB,07-07-2017 19:00,0,26.4,28.3,0,0,93.4,48.91,254.04,11.11,66.04,27.54
JCB,07-07-2017 20:00,0,22.7,42.2,0,0,93.4,48.91,254.04,10.8,66.04,27.01
JCB,07-07-2017 21:00,0,19.8,51.1,0,0,93.4,48.91,254.04,7.95,66.04,21.8
JCB,07-07-2017 22:00,0,17.6,57,0,0,93.4,48.91,254.04,7.76,66.04,21.42
JCB,07-07-2017 23:00,0,16,60.7,0,0,93.4,48.91,254.04,7.85,66.04,21.6
