Scenario,datetime,APCP,TMP,RH,WS,WD,FFMC,DMC,DC,ISI,BUI,FWI
JCB,07-08-2018 0:00,0,13.4,51,16,267,92.94,141.59,843.52,11.29,199.47,42.04
JCB,07-08-2018 1:00,0,12.6,52,16.7,271,92.94,141.59,843.52,11.04,199.47,41.44
JCB,07-08-2018 2:00,0,11.9,55,19.3,265,92.94,141.59,843.52,11.81,199.47,43.27
JCB,07-08-2018 3:00,0,11.5,56,19.8,260,92.94,141.59,843.52,11.41,199.47,42.33
JCB,07-08-2018 4:00,0,11.2,59,17.4,262,92.94,141.59,843.52,9.52,199.47,37.63
JCB,07-08-2018 5:00,0,10.7,61,17.8,262,92.94,141.59,843.52,9.14,199.47,36.65
JCB,07-08-2018 6:00,0,10.7,62,13.1,267,92.94,141.59,843.52,6.84,199.47,30.23
JCB,07-08-2018 7:00,0,12.7,56,19,259,92.94,141.59,843.52,8.95,199.47,36.15
JCB,07-08-2018 8:00,0,15.9,49,16.6,257,92.94,141.59,843.52,7.97,199.47,33.49
JCB,07-08-2018 9:00,0,20.1,45,14.9,272,92.94,141.59,843.52,7.37,199.47,31.78
JCB,07-08-2018 10:00,0,22.8,36,11.1,275,92.94,141.59,843.52,6.39,199.47,28.87
JCB,07-08-2018 11:00,0,24.4,23,8.3,319,92.94,141.59,843.52,6.23,199.47,28.37
JCB,07-08-2018 12:00,0,25.1,25,9.8,322,92.94,141.59,843.52,7.37,199.47,31.78
JCB,07-08-2018 13:00,0,25.1,25,12.1,287,92.94,145.65,851.04,8.95,204.01,36.24
JCB,07-08-2018 14:00,0,24.2,30,5.7,282,92.94,145.65,851.04,6.66,204.01,29.77
JCB,07-08-2018 15:00,0,26.7,18,5.2,49,92.94,145.65,851.04,7.2,204.01,31.36
JCB,07-08-2018 16:00,0,27.6,19,11.2,240,92.94,145.65,851.04,10.68,204.01,40.68
JCB,07-08-2018 17:00,0,26.6,21,17.4,263,92.94,145.65,851.04,15.48,204.01,51.45
JCB,07-08-2018 18:00,0,25.9,17,12.5,258,92.94,145.65,851.04,12.92,204.01,45.92
JCB,07-08-2018 19:00,0,23,37,12.2,39,92.94,145.65,851.04,12.42,204.01,44.8
JCB,07-08-2018 20:00,0,18.9,48,10.3,38,92.94,145.65,851.04,10.55,204.01,40.35
JCB,07-08-2018 21:00,0,13.6,67,2,211,92.94,145.65,851.04,6.27,204.01,28.57
JCB,07-08-2018 22:00,0,10,82,0,144,92.94,145.65,851.04,5.06,204.01,24.63
JCB,07-08-2018 23:00,0,8,86,2.5,291,92.94,145.65,851.04,4.95,204.01,24.25
