Scenario,datetime,APCP,TMP,RH,WS,WD,FFMC,DMC,DC,ISI,BUI,FWI
JCB,30-07-2014 0:00,0,9.2,81,4.5,137,95.15,131.64,424.88,4.57,148.37,21.44
JCB,30-07-2014 1:00,0,12.9,64,9.4,299,95.15,131.64,424.88,5.56,148.37,24.62
JCB,30-07-2014 2:00,0,11.5,67,10.9,252,95.15,131.64,424.88,5.66,148.37,24.93
JCB,30-07-2014 3:00,0,11.3,66,4.5,175,95.15,131.64,424.88,3.94,148.37,19.25
JCB,30-07-2014 4:00,0,10.6,67,18,284,95.15,131.64,424.88,7.37,148.37,29.91
JCB,30-07-2014 5:00,0,10.4,65,10.6,269,95.15,131.64,424.88,4.91,148.37,22.56
JCB,30-07-2014 6:00,0,10,66,20.6,276,95.15,131.64,424.88,7.8,148.37,31.07
JCB,30-07-2014 7:00,0,13.1,56,10.5,285,95.15,131.64,424.88,4.71,148.37,21.91
JCB,30-07-2014 8:00,0,16.5,47,21.7,283,95.15,131.64,424.88,8.39,148.37,32.62
JCB,30-07-2014 9:00,0,21.3,36,20.1,274,95.15,131.64,424.88,8.4,148.37,32.64
JCB,30-07-2014 10:00,0,27.5,27,7.9,261,95.15,131.64,424.88,5.26,148.37,23.71
JCB,30-07-2014 11:00,0,30.3,18,7.4,101,95.15,131.64,424.88,6.31,148.37,26.89
JCB,30-07-2014 12:00,0,29.1,16,16.3,308,95.15,131.64,424.88,11.94,148.37,41.1
JCB,30-07-2014 13:00,0,26.7,22,8.5,84,95.15,136.74,433.39,8.68,152.88,33.64
JCB,30-07-2014 14:00,0,25.4,26,15.4,71,95.15,136.74,433.39,12.69,152.88,43.08
JCB,30-07-2014 15:00,0,24,33,10.1,70,95.15,136.74,433.39,9.78,152.88,36.41
JCB,30-07-2014 16:00,0,26.7,24,8.4,101,95.15,136.74,433.39,9.35,152.88,35.35
JCB,30-07-2014 17:00,0,26.5,21,9.9,127,95.15,136.74,433.39,10.62,152.88,38.41
JCB,30-07-2014 18:00,0,23.7,25,9.3,143,95.15,136.74,433.39,10.37,152.88,37.83
JCB,30-07-2014 19:00,0,22.6,24,13.9,223,95.15,136.74,433.39,13.17,152.88,44.13
JCB,30-07-2014 20:00,0,20.5,32,13.1,77,95.15,136.74,433.39,12.58,152.88,42.86
JCB,30-07-2014 21:00,0,16.7,42,11,94,95.15,136.74,433.39,10.83,152.88,38.9
JCB,30-07-2014 22:00,0,13.7,55,4.1,73,95.15,136.74,433.39,7.12,152.88,29.47
JCB,30-07-2014 23:00,0,12.2,58,5.6,118,95.15,136.74,433.39,7.12,152.88,29.45
