Scenario,datetime,APCP,TMP,RH,WS,WD,FFMC,DMC,DC,ISI,BUI,FWI
JCB,19-07-2014 0:00,0,18,41,12.2,226,91.11,95.63,343.87,5.43,112.82,21.83
JCB,19-07-2014 1:00,0,17,48,4.9,233,91.11,95.63,343.87,3.78,112.82,16.77
JCB,19-07-2014 2:00,0,14,59,4.6,95,91.11,95.63,343.87,3.7,112.82,16.48
JCB,19-07-2014 3:00,0,13,62,5.5,326,91.11,95.63,343.87,3.8,112.82,16.83
JCB,19-07-2014 4:00,0,13.7,62,6.8,87,91.11,95.63,343.87,4,112.82,17.47
JCB,19-07-2014 5:00,0,14.7,50,10.8,216,91.11,95.63,343.87,4.92,112.82,20.36
JCB,19-07-2014 6:00,0,18.4,41,14.2,241,91.11,95.63,343.87,6.07,112.82,23.62
JCB,19-07-2014 7:00,0,18.6,43,22.8,244,91.11,95.63,343.87,9.62,112.82,32.4
JCB,19-07-2014 8:00,0,18.4,44,15.3,286,91.11,95.63,343.87,6.71,112.82,25.34
JCB,19-07-2014 9:00,0,20.3,36,14,239,91.11,95.63,343.87,6.64,112.82,25.17
JCB,19-07-2014 10:00,0,22.3,41,17.2,216,91.11,95.63,343.87,8.09,112.82,28.82
JCB,19-07-2014 11:00,0,20.5,54,14.4,93,91.11,95.63,343.87,7.06,112.82,26.25
JCB,19-07-2014 12:00,0,21.3,39,12.5,302,91.11,95.63,343.87,6.62,112.82,25.11
JCB,19-07-2014 13:00,0,20.7,36,21.3,297,91.11,98.91,351.3,10.75,116.1,35.28
JCB,19-07-2014 14:00,0,22.2,33,23.9,303,91.11,98.91,351.3,12.99,116.1,39.94
JCB,19-07-2014 15:00,0,21.7,30,24.3,291,91.11,98.91,351.3,14.1,116.1,42.1
JCB,19-07-2014 16:00,0,20.8,34,23.7,288,91.11,98.91,351.3,14.01,116.1,41.93
JCB,19-07-2014 17:00,0,18.8,39,23.7,239,91.11,98.91,351.3,14.11,116.1,42.12
JCB,19-07-2014 18:00,0,18.3,45,17.2,259,91.11,98.91,351.3,10.14,116.1,33.95
JCB,19-07-2014 19:00,0,17.4,46,17.1,268,91.11,98.91,351.3,10,116.1,33.65
JCB,19-07-2014 20:00,0,15,60,14.4,299,91.11,98.91,351.3,8.23,116.1,29.51
JCB,19-07-2014 21:00,0.51,12.9,69,17.8,247,91.11,98.91,351.3,2.26,116.1,11.4
JCB,19-07-2014 22:00,1.52,10.8,82,12.5,279,91.11,98.91,351.3,0.42,116.1,1.93
JCB,19-07-2014 23:00,0.51,10.4,87,17.1,269,91.11,98.91,351.3,0.29,116.1,0.89
