Scenario,datetime,APCP,TMP,RH,WS,WD,FFMC,DMC,DC,ISI,BUI,FWI
JCB,28-07-2014 0:00,0,5.4,94,1.9,149,94.14,120.41,407.11,2.88,138.44,14.88
JCB,28-07-2014 1:00,0,5.8,86,4.4,144,94.14,120.41,407.11,3,138.44,15.35
JCB,28-07-2014 2:00,0,8.3,78,12,239,94.14,120.41,407.11,4.16,138.44,19.59
JCB,28-07-2014 3:00,0,8.3,75,8.4,267,94.14,120.41,407.11,3.35,138.44,16.69
JCB,28-07-2014 4:00,0,7.9,75,8.2,262,94.14,120.41,407.11,3.21,138.44,16.18
JCB,28-07-2014 5:00,0,7.6,73,9.3,272,94.14,120.41,407.11,3.32,138.44,16.57
JCB,28-07-2014 6:00,0,8,71,11.1,242,94.14,120.41,407.11,3.58,138.44,17.53
JCB,28-07-2014 7:00,0,10.7,62,10.9,264,94.14,120.41,407.11,3.56,138.44,17.48
JCB,28-07-2014 8:00,0,14.4,54,12.5,266,94.14,120.41,407.11,3.94,138.44,18.83
JCB,28-07-2014 9:00,0,19.3,45,11.7,272,94.14,120.41,407.11,4.04,138.44,19.18
JCB,28-07-2014 10:00,0,24.2,28,5,275,94.14,120.41,407.11,3.35,138.44,16.7
JCB,28-07-2014 11:00,0,26.3,23,7.3,357,94.14,120.41,407.11,4.53,138.44,20.83
JCB,28-07-2014 12:00,0,27.3,21,12.5,92,94.14,120.41,407.11,7.13,138.44,28.61
JCB,28-07-2014 13:00,0,28.1,21,13.9,73,94.14,125.82,415.87,9.02,143.27,33.89
JCB,28-07-2014 14:00,0,28.2,20,17.3,104,94.14,125.82,415.87,12.37,143.27,41.64
JCB,28-07-2014 15:00,0,26.3,24,23.9,64,94.14,125.82,415.87,18.57,143.27,53.81
JCB,28-07-2014 16:00,0,27.1,26,18.2,90,94.14,125.82,415.87,14.59,143.27,46.27
JCB,28-07-2014 17:00,0,26.5,33,19.2,76,94.14,125.82,415.87,15.46,143.27,47.98
JCB,28-07-2014 18:00,0,24.9,43,19.6,80,94.14,125.82,415.87,15.4,143.27,47.86
JCB,28-07-2014 19:00,0,24,41,17.2,70,94.14,125.82,415.87,13.47,143.27,43.96
JCB,28-07-2014 20:00,0,21.4,49,10.1,86,94.14,125.82,415.87,9,143.27,33.82
JCB,28-07-2014 21:00,0,15.3,73,3.6,268,94.14,125.82,415.87,5.76,143.27,24.97
JCB,28-07-2014 22:00,0,11.7,89,1.9,211,94.14,125.82,415.87,4.46,143.27,20.84
JCB,28-07-2014 23:00,0,9.8,93,4.5,261,94.14,125.82,415.87,4.2,143.27,19.94
